City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lüderitz,-26.6481,15.1594,62.98,79,13,3.31,NA,1619298393
Norman Wells,65.282,-126.8329,37.4,41,75,11.5,CA,1619298393
Thessalon,46.2501,-83.5666,57.2,33,40,8.05,CA,1619298393
Bagdarin,54.4333,113.6,32.27,54,100,1.66,RU,1619298393
Saint Paul Harbor,57.79,-152.4072,46.4,81,90,6.91,US,1619298245
Hinton,53.4001,-117.5857,46.4,23,100,9.22,CA,1619298394
Lorengau,-2.0226,147.2712,81.5,76,93,4.83,PG,1619298394
Ribeira Grande,38.5167,-28.7,59.0,67,40,17.27,PT,1619298394
Andenes,69.3143,16.1194,33.01,69,75,5.75,NO,1619298395
Mariental,-24.6333,17.9667,69.89,19,1,12.21,NA,1619298395
Padang,-0.9492,100.3543,76.44,87,61,2.93,ID,1619298395
São Félix do Xingu,-6.6447,-51.995,77.63,90,98,1.59,BR,1619298396
Palmer,42.1584,-72.3287,71.01,18,75,9.22,US,1619298396
Östersund,63.1792,14.6357,30.2,64,54,11.5,SE,1619298396
Olinda,-8.0089,-34.8553,80.6,65,20,6.91,BR,1619298396
Monrovia,6.3005,-10.7969,82.45,78,22,10.94,LR,1619298397
Masuguru,-11.3667,38.4167,71.87,98,96,4.09,TZ,1619298397
Guerrero Negro,27.9769,-114.0611,67.46,56,5,17.6,MX,1619298397
Cap Malheureux,-19.9842,57.6142,79.0,80,100,10.0,MU,1619298398
Atuona,-9.8,-139.0333,80.87,71,3,17.96,PF,1619298205
Ballina,-28.8667,153.5667,57.0,93,66,5.21,AU,1619298398
Puerto Baquerizo Moreno,-0.9,-89.6,82.4,74,75,13.8,EC,1619298398
Shetpe,44.1667,52.1167,59.92,43,92,6.64,KZ,1619298399
Faanui,-16.4833,-151.75,80.08,72,100,9.78,PF,1619298399
Ilo,-17.6394,-71.3375,71.6,64,0,8.05,PE,1619298399
Linfen,36.0889,111.5189,56.79,62,100,6.42,CN,1619298399
Malakal,9.5334,31.6605,85.15,50,25,1.99,SS,1619298400
Henties Bay,-22.116,14.2845,60.01,94,0,3.0,NA,1619298400
Tuatapere,-46.1333,167.6833,46.99,93,100,8.01,NZ,1619298400
Porto-Novo,6.4965,2.6036,84.2,79,20,13.8,BJ,1619298401
Rio Grande,-32.035,-52.0986,71.6,73,75,6.91,BR,1619298401
Petapa,14.5028,-90.5517,75.2,57,40,16.11,GT,1619298401
Airai,-8.9266,125.4092,57.18,92,64,2.73,TL,1619298402
Emerald,-23.5333,148.1667,61.0,44,25,10.36,AU,1619298216
Lebu,-37.6167,-73.65,56.43,73,0,15.7,CL,1619298214
Mahébourg,-20.4081,57.7,78.8,83,75,14.97,MU,1619298402
Coquimbo,-29.9533,-71.3436,62.6,67,20,11.5,CL,1619298402
Ambunti,-4.2365,142.8448,73.13,99,100,1.52,PG,1619298403
Bethel,41.3712,-73.414,69.01,24,1,5.75,US,1619298200
Broken Hill,-31.95,141.4333,50.0,71,0,7.36,AU,1619298403
Kimbe,-5.5502,150.1429,76.01,93,47,2.1,PG,1619298403
Moroni,-11.7022,43.2551,78.93,78,71,6.42,KM,1619298402
Port Alfred,-33.5906,26.891,66.58,86,59,7.94,ZA,1619298404
Dicabisagan,17.0818,122.4157,75.88,84,95,5.37,PH,1619298404
Khatanga,71.9667,102.5,31.64,97,100,15.19,RU,1619298404
Ostrovnoy,68.0531,39.5131,35.73,99,100,5.75,RU,1619298404
Vostok,46.4856,135.8833,27.45,47,21,6.8,RU,1619298405
Petropavlovsk-Kamchatskiy,53.0452,158.6483,35.6,100,90,6.71,RU,1619298405
Naze,28.3667,129.4833,64.15,69,95,19.3,JP,1619298365
Sabang,5.8933,95.3214,82.29,73,100,15.21,ID,1619298405
Castro,-24.7911,-50.0119,65.03,67,88,1.9,BR,1619298406
Saint-François,46.4154,3.9054,59.0,55,0,6.91,FR,1619298320
Nanortalik,60.1432,-45.2371,41.54,76,100,10.98,GL,1619298242
Vila Franca do Campo,37.7167,-25.4333,59.0,82,40,11.5,PT,1619298406
Bilma,18.6853,12.9164,91.33,10,1,8.72,NE,1619298407
Avera,33.194,-82.5271,68.0,81,90,11.5,US,1619298343
Fukuechō,32.6881,128.8419,61.99,79,5,15.88,JP,1619298407
Nouadhibou,20.931,-17.0347,68.0,77,20,19.57,MR,1619298407
Cap-aux-Meules,47.3821,-61.8597,41.0,81,12,8.05,CA,1619298407
Ibrā’,22.6906,58.5334,78.3,30,5,2.01,OM,1619298408
Yeppoon,-23.1333,150.7333,68.0,73,63,3.44,AU,1619298408
Faranah,10.0404,-10.7434,85.37,47,94,7.76,GN,1619298408
Kruisfontein,-34.0033,24.7314,59.0,92,97,1.01,ZA,1619298409
Departamento de Maldonado,-34.6667,-54.9167,68.0,83,75,13.8,UY,1619298409
Mitsamiouli,-11.3847,43.2844,80.33,77,64,9.98,KM,1619298323
Ulkan,57.243,107.3223,34.84,99,100,3.98,RU,1619298409
Wuda,39.4994,106.7117,47.59,71,100,6.02,CN,1619298409
Nikolskoye,59.7035,30.7861,39.2,70,0,4.47,RU,1619298410
Kiryat Gat,31.61,34.7642,64.99,100,6,4.09,IL,1619298410
Ponta do Sol,32.6667,-17.1,55.99,84,25,3.0,PT,1619298410
Hohhot,40.8106,111.6522,50.0,62,0,8.95,CN,1619298411
Toora-Khem,52.4675,96.11,29.55,85,100,3.49,RU,1619298411
Iquique,-20.2208,-70.1431,69.8,49,75,14.97,CL,1619298411
Fortuna,40.5982,-124.1573,57.99,62,40,10.36,US,1619298411
Barabai,-2.5833,115.3833,73.18,85,24,1.59,ID,1619298412
Tingi,-11.3,35.0333,62.1,96,41,3.89,TZ,1619298412
Awjilah,29.1081,21.2869,64.22,72,0,22.88,LY,1619298412
East London,-33.0153,27.9116,66.36,84,79,4.9,ZA,1619298413
Oktyabr'skoye,43.0645,44.7417,55.4,71,100,8.95,RU,1619298413
College,64.8569,-147.8028,59.0,24,20,1.01,US,1619298413
Kabo,7.6994,18.629,75.24,78,100,0.94,CF,1619298413
Ikornnes,62.3873,6.557,33.8,86,40,2.3,NO,1619298414
Makakilo City,21.3469,-158.0858,82.4,51,75,6.91,US,1619298414
Vao,-22.6667,167.4833,76.1,68,100,13.91,NC,1619298414
Saint-Philippe,-21.3585,55.7679,77.0,83,75,25.32,RE,1619298415
Kyzyl,51.7,94.45,34.39,69,100,6.33,RU,1619298415
Nyazepetrovsk,56.0531,59.6028,40.5,78,100,9.08,RU,1619298415
Gemena,3.25,19.7667,74.59,83,94,2.04,CD,1619298415
Nokaneng,-19.6667,22.2667,67.28,30,29,5.82,BW,1619298416
Palu,-0.8917,119.8707,74.84,93,67,3.49,ID,1619298416
Zarubino,42.63,131.0922,39.85,72,0,8.81,RU,1619298416
Abapó,-18.8333,-63.4667,64.09,95,100,0.43,BO,1619298417
Doha,25.2867,51.5333,84.0,50,0,2.3,QA,1619298417
Okhotsk,59.3833,143.3,14.85,72,22,17.27,RU,1619298417
Kieta,-6.2167,155.6333,80.15,81,67,3.15,PG,1619298262
‘Āhuimanu,21.4447,-157.8378,82.4,69,40,14.97,US,1619298417
Usevya,-7.1,31.2333,66.13,78,12,2.98,TZ,1619298418
Safi,32.2994,-9.2372,63.55,79,0,9.66,MA,1619298418
Medzev,48.7004,20.8937,46.99,61,0,2.3,SK,1619298418
Appingedam,53.3217,6.8583,43.0,65,90,6.91,NL,1619298419
Upernavik,72.7868,-56.1549,34.23,85,10,6.2,GL,1619298419
Constitución,-35.3333,-72.4167,63.21,61,4,13.22,CL,1619298356
Iqaluit,63.7506,-68.5145,33.8,80,75,5.75,CA,1619298419
Grindavik,63.8424,-22.4338,44.6,93,90,25.32,IS,1619298419
Argenta,44.6124,11.8356,55.99,63,0,6.26,IT,1619298420
Verkhozim,52.7122,45.418,43.0,52,95,14.45,RU,1619298420
Hambantota,6.1241,81.1185,75.2,100,20,2.3,LK,1619298420
Kenai,60.5544,-151.2583,51.8,50,1,6.91,US,1619298188
Saldanha,-33.0117,17.9442,60.8,77,93,4.61,ZA,1619298421
Wawa,9.9022,4.4192,82.74,59,100,6.51,NG,1619298421
Mandalgovi,45.7625,106.2708,47.05,84,100,4.14,MN,1619298421
São Miguel do Araguaia,-13.275,-50.1628,80.26,61,7,1.77,BR,1619298422
Soto la Marina,23.7667,-98.2167,93.0,53,35,11.99,MX,1619298422
Concepción del Oro,24.6333,-101.4167,76.64,5,29,7.49,MX,1619298422
Brandenburg,52.4167,12.55,44.01,61,28,6.22,DE,1619298422
Nakapiripirit,1.9167,34.7833,69.22,76,97,1.66,UG,1619298423
Megion,61.0296,76.1136,41.0,81,0,6.71,RU,1619298423
Punta Alta,-38.8759,-62.0736,63.03,54,4,9.13,AR,1619298332
Bandarbeyla,9.4942,50.8122,83.14,76,79,7.16,SO,1619298423
Muisne,0.6,-80.0333,84.2,79,20,5.75,EC,1619298424
Comodoro Rivadavia,-45.8667,-67.5,64.4,55,0,6.91,AR,1619298424
San Patricio,28.017,-97.5169,95.0,16,1,19.57,US,1619298424
Whitehorse,60.7161,-135.0538,48.0,36,20,5.75,CA,1619298336
Pevek,69.7008,170.3133,22.8,89,100,4.12,RU,1619298318
Kachug,53.9606,105.8817,34.75,99,100,1.25,RU,1619298425
Port Hueneme,34.1478,-119.1951,66.2,59,1,13.8,US,1619298425
Bengkulu,-3.8004,102.2655,75.13,88,100,3.36,ID,1619298425
Moose Factory,51.2585,-80.6094,28.4,63,90,6.91,CA,1619298426
Colares,38.7992,-9.4469,63.0,88,20,8.05,PT,1619298426
Tazovsky,67.4667,78.7,30.78,93,100,11.41,RU,1619298426
Ugoofaaru,5.6667,73.0,83.44,72,46,5.59,MV,1619298427
Navahrudak,53.6,25.8333,28.81,78,5,8.05,BY,1619298427
Talara,-4.5772,-81.2719,80.6,61,0,18.41,PE,1619298427
Dehlorān,32.6941,47.2679,85.1,9,47,9.78,IR,1619298428
Nome,64.5011,-165.4064,44.6,53,1,1.79,US,1619298428
Rome,43.2128,-75.4557,64.4,25,20,3.44,US,1619298345
Jamestown,42.097,-79.2353,57.2,33,1,11.5,US,1619298393
Esperance,-33.8667,121.9,57.2,82,29,14.97,AU,1619298428
Paso de Patria,-27.2454,-58.5454,72.0,83,20,2.3,AR,1619298429
Dergachi,51.2328,48.7659,44.22,77,38,15.26,RU,1619298429
Dzhebariki-Khaya,62.2167,135.8,11.98,94,97,2.82,RU,1619298429
Romitan,39.9343,64.3814,60.8,44,0,5.23,UZ,1619298429
Dongli,23.5656,116.8194,71.6,73,40,4.47,CN,1619298430
Qingdao,36.0986,120.3719,55.4,76,75,6.71,CN,1619298430
Cherskiy,68.75,161.3,17.53,94,92,11.88,RU,1619298430
Santa Maria,-29.6842,-53.8069,68.0,94,90,4.61,BR,1619298309
Takapau,-40.0333,176.35,57.0,76,0,8.01,NZ,1619298431
Souillac,-20.5167,57.5167,78.8,83,75,14.97,MU,1619298238
Swan River,52.1058,-101.2676,41.0,33,100,13.8,CA,1619298431
Phak Hai,14.4574,100.3699,82.0,87,99,1.99,TH,1619298431
Konëvo,62.1215,39.3192,44.6,83,30,6.82,RU,1619298431
Katsuura,35.1333,140.3,61.0,77,0,6.91,JP,1619298432
Hasaki,35.7333,140.8333,51.8,93,20,4.61,JP,1619298432
Podgorica,42.4411,19.2636,53.6,58,0,5.75,ME,1619298432
Tamiahua,21.2667,-97.45,84.87,66,100,18.05,MX,1619298433
Onega,63.9061,38.1404,41.43,87,77,4.85,RU,1619298433
Khor,47.8861,134.9464,34.11,47,16,10.92,RU,1619298433
Tezu,27.9167,96.1667,73.47,25,66,4.54,IN,1619298434
Sechura,-5.5569,-80.8222,79.21,57,11,17.63,PE,1619298434
Merauke,-8.4667,140.3333,76.91,92,98,5.95,ID,1619298434
New Norfolk,-42.7826,147.0587,50.0,89,99,3.33,AU,1619298434
Talnakh,69.4865,88.3972,27.77,94,100,19.35,RU,1619298435
Biak,-0.9131,122.8766,76.12,80,92,4.76,ID,1619298435
Haradok,55.4624,29.9816,31.15,87,43,6.51,BY,1619298435
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,68.02,93,79,7.34,AR,1619298436
Sioux Lookout,50.1001,-91.917,39.2,30,40,17.27,CA,1619298260
Mahanoro,-19.9,48.8,71.4,93,72,7.45,MG,1619298436
Mareeba,-17.0,145.4333,73.4,100,90,9.22,AU,1619298436
Gorin,51.1983,136.6669,31.23,52,71,7.63,RU,1619298437
Port Hardy,50.6996,-127.4199,48.2,87,90,2.3,CA,1619298191
Natividade,-21.0422,-41.9733,71.76,81,2,3.24,BR,1619298437
Yumen,40.2833,97.2,47.21,39,87,3.42,CN,1619298437
Gurupi,-11.7292,-49.0686,80.76,71,38,3.85,BR,1619298438
Spas,48.8899,24.0629,37.81,93,85,5.68,UA,1619298438
Dali,25.7,100.1833,55.72,54,11,4.94,CN,1619298438
Sitka,57.0531,-135.33,60.8,23,20,4.61,US,1619298439
Nicoya,10.1483,-85.452,89.6,48,75,10.36,CR,1619298439
Sept-Îles,50.2001,-66.3821,50.0,40,75,14.97,CA,1619298235
Amudat,1.95,34.95,70.97,74,98,1.59,UG,1619298439
Emba,48.8264,58.1442,44.78,82,3,7.23,KZ,1619298439
Neepawa,50.2289,-99.4664,45.0,19,90,16.11,CA,1619298154
Berdigestyakh,62.0989,126.6992,33.08,97,100,8.5,RU,1619298440
Pangnirtung,66.1451,-65.7125,37.29,86,5,1.81,CA,1619298440
Morehead,37.2711,-87.1764,55.4,88,90,5.75,US,1619298440
Labuhan,-6.8844,112.2051,76.66,84,25,6.26,ID,1619298441
Baghdad,33.3406,44.4009,75.2,27,0,2.3,IQ,1619298167
Adrar,20.5022,-10.0711,87.49,11,36,10.49,MR,1619298441
Concarneau,47.875,-3.9225,60.8,58,0,11.5,FR,1619298441
Road Town,18.4167,-64.6167,82.4,69,20,8.05,VG,1619298442
Kamaishi,39.2667,141.8833,52.3,61,100,6.85,JP,1619298250
Zunyi,27.6867,106.9072,57.6,92,98,5.91,CN,1619298195
Gazojak,41.1875,61.4036,63.97,30,3,13.4,TM,1619298350
San Carlos,9.6612,-68.5827,97.11,28,99,2.95,VE,1619298442
Lehigh Acres,26.6254,-81.6248,88.0,54,40,14.97,US,1619298443
Rocha,-34.4833,-54.3333,64.92,91,100,9.19,UY,1619298443
Lahaina,20.8783,-156.6825,75.2,83,40,23.02,US,1619297918
Fairlie,55.756,-4.8556,48.0,72,64,1.01,GB,1619298443
Touros,-5.1989,-35.4608,78.8,83,20,6.91,BR,1619298443
Mehrān,33.1222,46.1646,60.8,23,0,4.61,IR,1619298444
Loei,17.4167,101.5,87.01,82,100,4.34,TH,1619298444
Novopokrovka,49.8425,36.5477,33.8,86,0,8.95,UA,1619298444
Nizwá,22.9333,57.5333,81.23,20,15,4.03,OM,1619298445
Wellington,-41.2866,174.7756,54.0,100,2,3.44,NZ,1619298269
Yulara,-25.2406,130.9889,51.8,62,25,6.91,AU,1619298445
Vila Velha,-20.3297,-40.2925,77.0,73,20,3.44,BR,1619298445
Lavrentiya,65.5833,-171.0,31.66,85,90,2.04,RU,1619298446
Kavieng,-2.5744,150.7967,81.63,77,74,8.39,PG,1619298446
Yalutorovsk,56.6536,66.3006,42.71,49,100,10.18,RU,1619298446
Tabou,4.423,-7.3528,81.7,81,89,9.89,CI,1619298446
Kumul,42.8,93.45,44.82,27,96,8.88,CN,1619298447
Belmonte,-15.8631,-38.8828,78.8,78,20,10.36,BR,1619298447
Boyolangu,-8.1181,111.8935,72.82,87,9,0.89,ID,1619298447
Adré,13.4667,22.2,84.6,15,100,4.81,TD,1619298448
Touba,8.2833,-7.6833,72.5,92,77,2.55,CI,1619298448
Filingué,14.3521,3.3168,90.27,7,26,2.75,NE,1619298448
Vilhena,-12.7406,-60.1458,80.6,74,40,5.75,BR,1619298448
Puerto Carreño,6.189,-67.4859,94.3,42,53,6.38,CO,1619298449
Taunggyi,20.7833,97.0333,68.85,61,68,2.57,MM,1619298449
Roald,62.5833,6.1333,33.8,86,40,2.3,NO,1619298449
Provideniya,64.3833,-173.3,37.71,78,99,0.49,RU,1619298207
Port Moresby,-9.4431,147.1797,75.2,94,75,5.75,PG,1619298364
Little Current,45.9793,-81.9248,55.4,53,28,14.97,CA,1619298450
Fort Morgan,40.2503,-103.8,62.6,39,1,5.75,US,1619298450
Portland,45.5234,-122.6762,51.8,82,90,8.05,US,1619298347
Luang Prabang,19.8856,102.1347,79.3,68,98,1.83,LA,1619298450
Kashiwazaki,37.3667,138.55,51.01,89,100,7.29,JP,1619298451
Port Elizabeth,-33.918,25.5701,55.4,100,40,5.75,ZA,1619298428
Dul'durga,50.6761,113.5931,38.16,19,100,4.16,RU,1619298451
Jiujiang,29.7333,115.9833,60.13,89,100,12.66,CN,1619298451
Margate,51.3813,1.3862,46.99,83,83,3.0,GB,1619298231
Ambanja,-13.6833,48.45,74.34,91,33,3.49,MG,1619298452
Sal Rei,16.1833,-22.9167,71.6,73,75,16.11,CV,1619298452
Neiafu,-18.65,-173.9833,82.4,78,40,4.61,TO,1619298452
Te Anau,-45.4167,167.7167,48.47,87,100,9.24,NZ,1619298453
Saint Anthony,45.0205,-93.218,48.99,37,1,10.36,US,1619298453
Coahuayana Viejo,18.7333,-103.6833,84.2,39,40,11.5,MX,1619298204
Byron Bay,-28.65,153.6167,57.0,93,67,4.12,AU,1619298453
Neyshabur,36.2133,58.7958,66.02,36,72,4.63,IR,1619298453
Roshchino,60.2519,29.6085,39.0,81,64,4.68,RU,1619298454
Tutóia,-2.7619,-42.2744,77.94,88,98,8.99,BR,1619298454
Conakry,9.538,-13.6773,82.4,69,0,9.22,GN,1619298402
Angoche,-16.2325,39.9086,76.64,78,85,5.97,MZ,1619298455
El Carmen,8.5106,-73.4478,82.65,56,84,1.88,CO,1619298455
Port Augusta,-32.5,137.7667,48.2,93,0,3.44,AU,1619298455
Nanticoke,41.2054,-76.0049,64.0,25,100,6.42,US,1619298416
Mount Isa,-20.7333,139.5,68.0,60,6,6.91,AU,1619298455
Champerico,14.3,-91.9167,87.8,70,40,9.22,GT,1619298330
Faya,18.3851,42.4509,60.8,67,40,6.31,SA,1619298456
Bereda,43.2686,-7.5406,57.99,100,100,3.0,ES,1619298456
Ilhabela,-23.7781,-45.3581,72.34,83,30,3.31,BR,1619298456
Richards Bay,-28.783,32.0377,68.99,86,89,10.63,ZA,1619298457
Grimshaw,56.1834,-117.6027,39.2,28,75,6.91,CA,1619298314
Tarakan,3.3,117.6333,79.39,81,100,5.99,ID,1619298224
Salalah,17.0151,54.0924,81.88,74,67,5.44,OM,1619298457
Koulikoro,14.0,-7.75,92.97,20,45,3.91,ML,1619298457
Viedma,-40.8135,-62.9967,60.84,57,91,12.33,AR,1619298458
Dauphin,51.1494,-100.0502,44.6,24,75,14.97,CA,1619298458
Ukiah,39.1502,-123.2078,62.6,48,75,6.91,US,1619298277
Nioro,13.35,-15.75,80.8,39,41,11.52,GM,1619298458
Qian’an,44.9932,124.0581,41.23,23,5,8.28,CN,1619298459
Lompoc,34.6391,-120.4579,60.01,67,90,19.57,US,1619298459
Vardø,70.3705,31.1107,34.34,82,100,22.55,NO,1619298318
Songyang,34.4553,113.0281,52.63,89,100,4.59,CN,1619298314
Coyhaique,-45.5752,-72.0662,53.6,71,75,6.91,CL,1619298459
Timmins,48.4669,-81.3331,42.8,61,75,12.66,CA,1619298246
Ahipara,-35.1667,173.1667,62.55,67,14,7.87,NZ,1619298460
Bonthe,7.5264,-12.505,81.32,76,16,7.67,SL,1619298460
Ilulissat,69.2167,-51.1,36.99,85,13,7.0,GL,1619298460
Victor Harbor,-35.5667,138.6167,55.0,88,41,4.12,AU,1619298461
Karema,-6.8205,30.4389,70.07,87,49,5.41,TZ,1619298461
Dunedin,-45.8742,170.5036,51.01,68,58,7.0,NZ,1619298307
Los Llanos de Aridane,28.6585,-17.9182,69.8,46,40,19.57,ES,1619298461
Bedēsa,8.9,40.7833,63.28,78,58,4.61,ET,1619298461
Harlingen,26.1906,-97.6961,98.01,21,1,13.8,US,1619298462
‘Ewa Beach,21.3156,-158.0072,82.4,51,75,6.91,US,1619298462
Perama,37.9757,23.5828,60.01,77,75,13.8,GR,1619298462
Jiuquan,39.7432,98.5174,51.1,34,100,2.26,CN,1619298345
